Entity,Code,Year,Wind consumption - TWh,Hydro consumption - TWh,Solar consumption - TWh,Nuclear consumption - TWh,Biofuels consumption - TWh,Other renewables (including geothermal and biomass) - TWh,Coal consumption - TWh,Oil consumption - TWh,Gas consumption - TWh
Africa,,1965,0,41.118813,,0,,,323.49615,342.1337,9.571929
Africa,,1966,0,45.862915,,0,,,323.1222,370.45,10.698091
Africa,,1967,0,47.875538,,0,,,330.29156,369.19354,10.573845
Africa,,1968,0,56.00047,,0,,,343.5129,390.3657,10.717145
Africa,,1969,0,65.3521,,0,,,346.64288,398.15326,12.520175
Africa,,1970,0,81.70287,,0,,,360.7569,435.02704,15.5485
Africa,,1971,0,76.92131,0,0,,0.52352136,383.0123,474.3054,18.405262
Africa,,1972,0,87.62504,0,0,,0.5267136,384.21082,510.7296,24.670656
Africa,,1973,0,92.68892,0,0,,0.5426747,408.9103,549.80396,39.551792
Africa,,1974,0,105.46715,0,0,,0.5586358,425.64618,569.7385,44.518486
Africa,,1975,0,111.53163,0,0,,0.54905915,451.08047,597.671,53.63838
Africa,,1976,0,123.59514,0,0,,0.59055775,481.07413,652.5852,60.98139
Africa,,1977,0,135.81085,0,0,,0.6033267,491.69846,695.1952,68.23419
Africa,,1978,0,136.92912,0,0,,0.6224797,477.81558,732.366,97.369896
Africa,,1979,0,146.56386,0,0,,0.64163303,507.24698,771.1747,148.8428
Africa,,1980,0,142.85742,0,0,,0.66078633,543.55707,818.15454,186.91397
Africa,,1981,0,148.41988,0,0,,0.6959005,635.79877,885.4927,228.49115
Africa,,1982,0,148.4593,0,0,,0.7533603,701.17584,926.532,246.73354
Africa,,1983,0,133.79536,0,0,,0.7342069,713.24603,964.7042,271.27533
Africa,,1984,0,131.55637,0,11.137245,,0.7469758,762.8979,982.0362,259.90277
Africa,,1985,0,146.22218,0,15.081391,,0.8587031,787.16583,1007.3241,278.84274
Africa,,1986,0,151.23631,0,24.978643,,1.9731369,805.356,984.45636,313.27118
Africa,,1987,0,145.05942,0,17.498955,,1.9731369,828.3197,1038.56,323.38437
Africa,,1988,0,158.47527,0,29.774042,,1.8837552,890.16077,1081.7913,358.44452
Africa,,1989,0,166.40814,0,31.493576,,1.8550252,835.62085,1117.5557,371.47104
Africa,,1990,0,169.30139,0,23.974163,0,2.4564898,877.6782,1135.7396,398.64536
Africa,,1991,0,179.3458,0,25.946236,0,2.5178437,853.76215,1141.6711,401.6356
Africa,,1992,0,171.09227,0,26.35484,0,2.6294963,858.8312,1163.9397,421.27026
Africa,,1993,0.005913972,167.60956,0,20.58617,0,2.9341135,871.7139,1175.8846,412.64395
Africa,,1994,0.015967749,170.3109,0,27.51538,0,2.6102505,894.4478,1213.9683,431.82794
Africa,,1995,0.018629028,176.73593,0,32.066753,0,3.1447382,922.47125,1255.8745,461.2435
Africa,,1996,0.020994611,184.26909,0,33.41174,0,3.9078012,935.2283,1283.199,484.19174
Africa,,1997,0.021290332,188.81113,0,35.88605,0,4.327747,959.01904,1323.6312,474.47552
Africa,,1998,0.02247311,197.09778,0,38.593037,0,5.3564506,937.03894,1354.9565,499.33698
Africa,,1999,0.058548413,209.0126,0,36.42518,0,5.315038,966.0107,1404.4688,504.01962
Africa,,2000,0.51895165,222.53064,0.035309397,36.91607,0,7.232071,963.73047,1407.994,556.8223
Africa,,2001,1.2208858,237.57632,0.043949258,30.217817,0,7.436979,975.9262,1422.8947,634.6361
Africa,,2002,1.2947483,248.17819,0.04903564,33.585613,0.49089664,7.325133,934.42163,1456.7892,670.636
Africa,,2003,1.5533037,239.47658,0.058174383,35.24046,0.5413214,8.252064,1017.0484,1501.1073,711.536
Africa,,2004,2.213917,251.33615,0.07079313,36.957523,0.6367552,9.302899,1119.1617,1571.3392,783.10583
Africa,,2005,2.2345567,254.37917,0.0841371,31.029053,0.056165278,9.396595,1039.0726,1641.0862,808.0279
Africa,,2006,2.4258938,261.91766,0.10787505,27.375378,0.07229944,11.809589,1054.0969,1657.1124,843.74774
Africa,,2007,2.8734944,269.18546,0.14273654,30.707249,0.79117525,9.802753,1071.6333,1719.9576,900.41455
Africa,,2008,3.6861722,272.4835,0.2041617,35.065548,0.6100897,10.171823,1180.7251,1806.7784,935.5027
Africa,,2009,4.4382644,278.0456,0.26760218,34.31848,0.34024888,10.973952,1176.002,1871.0247,941.2384
Africa,,2010,6.3410387,298.87427,0.5996689,36.028275,0.21081665,11.492783,1165.7358,1950.0488,981.41986
Africa,,2011,6.5835404,305.47137,1.6609564,34.154095,0.5046833,12.089014,1147.9299,1916.3331,1061.5934
Africa,,2012,6.897696,304.92633,2.7218072,34.119267,0.60669947,12.520772,1119.2825,2036.6793,1147.7354
Africa,,2013,9.793645,320.25552,2.1511917,36.891415,0.5885836,13.565807,1131.4148,2110.8115,1170.6193
Africa,,2014,13.708232,336.39395,5.163514,35.859425,0.56845164,16.062428,1184.3005,2132.531,1203.4098
Africa,,2015,23.996231,324.0321,9.722824,31.62243,0.7144939,20.12022,1120.4587,2192.255,1326.6871
Africa,,2016,29.919563,312.72516,14.239504,38.599903,0.6501514,20.435162,1186.4392,2207.7068,1371.4885
Africa,,2017,36.2268,333.38794,18.50974,36.245564,0.63716745,21.778883,1185.3502,2233.6814,1450.0593
Africa,,2018,39.058712,354.02264,22.178051,29.399641,0.9879091,23.123674,1164.7024,2255.9873,1544.4722
Africa,,2019,50.826218,364.74646,29.34746,33.520515,0.85472,23.529425,1230.6681,2274.9304,1551.5337
Africa,,2020,50.177155,388.30878,40.154903,24.957308,0.87190473,22.484821,1178.5452,2024.5469,1536.9286
Africa,,2021,59.608654,398.66202,46.85353,31.02282,1.1096736,22.461031,1159.7943,2208.283,1684.705
Africa,,2022,62.29431,408.593,47.401512,25.268139,1.1215224,23.924511,1103.5779,2329.607,1625.0382
Africa (EI),,1965,0,41.118813,,0,,,323.49615,342.1337,9.571929
Africa (EI),,1966,0,45.86291,,0,,,323.1222,370.45,10.698091
Africa (EI),,1967,0,47.875538,,0,,,330.2916,369.1935,10.573844
Africa (EI),,1968,0,56.000465,,0,,,343.51288,390.3657,10.717145
Africa (EI),,1969,0,65.35209,,0,,,346.64288,398.15326,12.520175
Africa (EI),,1970,0,81.70288,,0,,,360.7569,435.02707,15.548499
Africa (EI),,1971,0,76.92132,0,0,,0.52352136,383.0123,474.30536,18.405264
Africa (EI),,1972,0,87.625046,0,0,,0.5267136,384.21082,510.7296,24.670656
Africa (EI),,1973,0,92.68892,0,0,,0.5426747,408.91034,549.804,39.551792
Africa (EI),,1974,0,105.467155,0,0,,0.5586358,425.6462,569.7385,44.518486
Africa (EI),,1975,0,111.53163,0,0,,0.54905915,451.08047,597.6711,53.638374
Africa (EI),,1976,0,123.595146,0,0,,0.59055775,481.07416,652.5852,60.98139
Africa (EI),,1977,0,135.81087,0,0,,0.6033267,491.69843,695.1952,68.23419
Africa (EI),,1978,0,136.92912,0,0,,0.6224797,477.81558,732.366,97.369896
Africa (EI),,1979,0,146.56386,0,0,,0.64163303,507.24698,771.1747,148.8428
Africa (EI),,1980,0,142.85742,0,0,,0.66078633,543.55707,818.15454,186.91397
Africa (EI),,1981,0,148.41988,0,0,,0.6959005,635.79877,885.4927,228.49115
Africa (EI),,1982,0,148.4593,0,0,,0.7533603,701.17584,926.5319,246.73354
Africa (EI),,1983,0,133.79536,0,0,,0.7342069,713.24603,964.7042,271.27533
Africa (EI),,1984,0,131.55637,0,11.137245,,0.7469758,762.8978,982.03625,259.90277
Africa (EI),,1985,0,146.22218,0,15.081391,,0.8587031,787.1659,1007.3241,278.84274
Africa (EI),,1986,0,151.23631,0,24.978643,,1.9731369,805.356,984.45636,313.2712
Africa (EI),,1987,0,145.05942,0,17.498955,,1.9731369,828.3197,1038.56,323.38437
Africa (EI),,1988,0,158.47527,0,29.774042,,1.8837552,890.16077,1081.7911,358.44455
Africa (EI),,1989,0,166.40816,0,31.493576,,1.8550252,835.62085,1117.5557,371.47104
Africa (EI),,1990,0,169.3014,0,23.974163,0,2.4564898,877.6782,1135.7397,398.6454
Africa (EI),,1991,0,179.3458,0,25.946236,0,2.5178437,853.76215,1141.6711,401.6356
Africa (EI),,1992,0,171.09227,0,26.35484,0,2.6294963,858.8311,1163.9397,421.27026
Africa (EI),,1993,0.005913972,167.60956,0,20.58617,0,2.9341135,871.7139,1175.8846,412.64398
Africa (EI),,1994,0.015967749,170.3109,0,27.51538,0,2.6102505,894.4478,1213.9683,431.8279
Africa (EI),,1995,0.018629028,176.73593,0,32.066753,0,3.1447382,922.47125,1255.8746,461.24347
Africa (EI),,1996,0.020994611,184.26909,0,33.41174,0,3.9078012,935.2283,1283.199,484.19174
Africa (EI),,1997,0.021290332,188.81116,0,35.88605,0,4.3277464,959.0191,1323.6312,474.47552
Africa (EI),,1998,0.02247311,197.0978,0,38.593037,0,5.356451,937.03894,1354.9564,499.33698
Africa (EI),,1999,0.05854833,209.01259,0,36.42518,0,5.315038,966.0107,1404.4688,504.0196
Africa (EI),,2000,0.51895165,222.53064,0.035309445,36.91607,0,7.232071,963.7305,1407.994,556.8223
Africa (EI),,2001,1.2208859,237.57631,0.043949444,30.217817,0,7.4369783,975.9262,1422.8947,634.6361
Africa (EI),,2002,1.2947483,248.17819,0.049035557,33.585613,0.49089664,7.325133,934.4216,1456.7892,670.636
Africa (EI),,2003,1.5533036,239.4766,0.058174446,35.24046,0.5413214,8.252064,1017.0484,1501.1073,711.5361
Africa (EI),,2004,2.213917,251.33614,0.07079333,36.957523,0.6367552,9.302899,1119.1619,1571.3392,783.1059
Africa (EI),,2005,2.234557,254.37918,0.08413694,31.029053,0.056165278,9.396595,1039.0726,1641.0863,808.02795
Africa (EI),,2006,2.425894,261.91766,0.107875,27.375378,0.07229944,11.809589,1054.097,1657.1124,843.74774
Africa (EI),,2007,2.8734944,269.18546,0.14273639,30.707249,0.79117525,9.802753,1071.6333,1719.9576,900.4145
Africa (EI),,2008,3.6861725,272.4835,0.20416167,35.065548,0.61008966,10.1718235,1180.7251,1806.7784,935.5027
Africa (EI),,2009,4.4382644,278.0456,0.26760194,34.31848,0.34024888,10.973952,1176.002,1871.0248,941.2384
Africa (EI),,2010,6.341038,298.87427,0.59966856,36.028275,0.21081667,11.492782,1165.736,1950.0487,981.41986
Africa (EI),,2011,6.58354,305.47137,1.6609564,34.154095,0.5046833,12.089015,1147.9299,1916.3333,1061.5934
Africa (EI),,2012,6.8976955,304.92633,2.7218072,34.119267,0.6066994,12.520772,1119.2825,2036.6794,1147.7354
Africa (EI),,2013,9.793645,320.25552,2.1511917,36.891415,0.5885836,13.565806,1131.4148,2110.8115,1170.6193
Africa (EI),,2014,13.708232,336.39395,5.1635137,35.859425,0.56845164,16.062428,1184.3007,2132.531,1203.4098
Africa (EI),,2015,23.996231,324.03214,9.722824,31.62243,0.71449417,20.120222,1120.4589,2192.255,1326.6871
Africa (EI),,2016,29.919565,312.72516,14.239504,38.599903,0.6501514,20.435162,1186.4392,2207.7068,1371.4885
Africa (EI),,2017,36.2268,333.38794,18.509743,36.245564,0.6371675,21.778885,1185.3502,2233.6814,1450.0592
Africa (EI),,2018,39.058712,354.0226,22.178051,29.399641,0.98790914,23.123674,1164.7024,2255.9873,1544.472
Africa (EI),,2019,50.826218,364.74643,29.34746,33.520515,0.8547197,23.529425,1230.6681,2274.9304,1551.5338
Africa (EI),,2020,50.17715,388.30878,40.154903,24.957308,0.8719047,22.484823,1178.5452,2024.547,1536.9285
Africa (EI),,2021,59.608654,398.662,46.85353,31.02282,1.1096733,22.461031,1159.7943,2208.2827,1684.7048
Africa (EI),,2022,62.29431,408.593,47.401516,25.268139,1.1215224,23.924511,1103.5779,2329.6067,1625.0382
Algeria,DZA,1990,0,0.39919358,0,0,,0,7.66417,111.811615,195.09874
Algeria,DZA,1991,0,0.86639774,0,0,,0,7.9084,110.627785,192.69249
Algeria,DZA,1992,0,0.58844084,0,0,,0,9.397039,111.292656,198.94875
Algeria,DZA,1993,0,1.0438172,0,0,,0,7.6525397,110.754875,178.54373
Algeria,DZA,1994,0,0.49086028,0,0,,0,7.2106,106.05089,188.16875
Algeria,DZA,1995,0,0.57069886,0,0,,0,7.2106,103.14228,202.22125
Algeria,DZA,1996,0,0.39919358,0,0,,0,3.3959599,98.42207,207.70749
Algeria,DZA,1997,0,0.22177416,0,0,,0,5.95456,97.64342,194.04001
Algeria,DZA,1998,0,0.6357528,0,0,,0,6.37324,100.65875,200.68124
Algeria,DZA,1999,0,0.6002689,0,0,,0,6.82681,98.898346,205.10875
Algeria,DZA,2000,0,0.1596775,0,0,,0,5.6405497,103.13248,191.01292
Algeria,DZA,2001,0,0.2027075,0,0,,0,6.5127997,106.77533,197.32211
Algeria,DZA,2002,0,0.16637361,0,0,,0,8.54805,118.397224,194.83887
Algeria,DZA,2003,0,0.76853275,0,0,,0,7.0477796,123.17411,205.93167
Algeria,DZA,2004,0,0.72329473,0,0,,0,8.408489,128.74683,211.89917
Algeria,DZA,2005,0,1.5900536,0,0,,0,6.9082203,134.21338,223.55986
Algeria,DZA,2006,0,0.61916,0,0,,0,10.25766,139.84572,228.4975
Algeria,DZA,2007,0,0.63904226,0,0,,0,8.80391,156.39,233.80681
Algeria,DZA,2008,0,0.79524636,0,0,,0,8.80391,169.9159,244.04187
Algeria,DZA,2009,0,0.9551075,0,0,,0,5.65218,180.13441,262.1176
Algeria,DZA,2010,0,0.48017526,0.025257777,0,,0,3.6053,181.61191,253.27225
Algeria,DZA,2011,0,1.0427713,0.049983334,0,,0,3.1982498,192.22765,267.9696
Algeria,DZA,2012,0,1.0666127,0.07327278,0,,0,3.3959599,204.39526,298.74075
Algeria,DZA,2013,0,0.26981637,0.077946946,0,,0,1.83754,213.57639,321.21512
Algeria,DZA,2014,0.0027090972,0.5228558,0.16254583,0,,0,2.08177,221.92514,360.91824
Algeria,DZA,2015,0.05116639,0.3904811,0.1561925,0,,0,1.5467899,236.14848,379.225
Algeria,DZA,2016,0.051003054,0.19274665,0.65587413,0,,0,0.56987,229.56384,385.9625
Algeria,DZA,2017,0.050564446,0.14903222,1.3412902,0,,0,2.1166599,225.51212,394.625
Algeria,DZA,2018,0.026457276,0.30955,1.5953735,0,,0,5.815,227.7859,434.0875
Algeria,DZA,2019,0.02635972,0.40066776,1.6211231,0,,0,4.80319,236.9513,450.54623
Algeria,DZA,2020,0.020222416,0.13026388,1.799008,0,,0,1.52353,211.92543,433.50037
Algeria,DZA,2021,0.027475111,0.024335083,1.7374732,0,,0,3.10521,221.15904,477.015
Algeria,DZA,2022,0.027374918,0.20017584,1.7774663,0,,0,1.4969789,238.61775,442.74997
Algeria,DZA,1965,,1.1827958,,0,,,0.81409997,15.4052515,7.4305
Algeria,DZA,1966,,1.0497311,,0,,,0.79083997,20.272705,7.7192497
Algeria,DZA,1967,,1.2123655,,0,,,0.60476,18.94203,7.48825
Algeria,DZA,1968,,1.664785,,0,,,0.63965,20.167301,7.87325
Algeria,DZA,1969,,1.067473,,0,,,0.81409997,21.305931,10.351687
Algeria,DZA,1970,,1.7150539,,0,,,0.96528995,24.34768,9.730875
Algeria,DZA,1971,,0.97580636,,0,,,0.26749,27.440048,11.0494995
Algeria,DZA,1972,,1.4637097,,0,,,0.23259999,30.121414,12.830125
Algeria,DZA,1973,,2.2236557,,0,,,0.26749,32.900345,17.859186
Algeria,DZA,1974,,1.4696236,,0,,,0.22096999,36.54384,20.6745
Algeria,DZA,1975,,0.9698925,,0,,,0.27912,40.63067,28.49
Algeria,DZA,1976,,1.1502688,,0,,,0.54660994,46.71773,33.6875
Algeria,DZA,1977,,0.79543,,0,,,0.70943,52.80649,35.901253
Algeria,DZA,1978,,0.73924726,,0,,,0.36053,54.607944,57.65375
Algeria,DZA,1979,,0.8604839,,0,,,0.83736,65.31862,81.52374
Algeria,DZA,1980,,0.75994605,,0,,,0.74432,66.20243,109.43624
Algeria,DZA,1981,,1.0822581,,0,,,0.52335,71.323074,142.25749
Algeria,DZA,1982,,1.4163978,,0,,,9.711049,75.57342,161.41124
Algeria,DZA,1983,,0.69489247,,0,,,8.66435,84.89242,176.715
Algeria,DZA,1984,,1.336559,,0,,,9.60638,94.00201,155.25125
Algeria,DZA,1985,,1.910215,,0,,,10.025061,96.5538,153.8075
Algeria,DZA,1986,,0.73924726,,0,,,10.292549,98.02125,168.43748
Algeria,DZA,1987,,1.4755378,,0,,,12.30454,99.10052,172.2875
Algeria,DZA,1988,,0.5411292,,0,,,11.571849,99.1726,194.13625
Algeria,DZA,1989,,0.6682794,,0,,,9.78083,103.93665,182.68251
Angola,AGO,1965,,,,0,,,,,
Angola,AGO,1966,,,,0,,,,,
Angola,AGO,1967,,,,0,,,,,
Angola,AGO,1968,,,,0,,,,,
Angola,AGO,1969,,,,0,,,,,
Angola,AGO,1970,,,,0,,,,,
Angola,AGO,1971,,,,0,,,,,
Angola,AGO,1972,,,,0,,,,,
Angola,AGO,1973,,,,0,,,,,
Angola,AGO,1974,,,,0,,,,,
Angola,AGO,1975,,,,0,,,,,
Angola,AGO,1976,,,,0,,,,,
Angola,AGO,1977,,,,0,,,,,
Angola,AGO,1978,,,,0,,,,,
Angola,AGO,1979,,,,0,,,,,
Angola,AGO,1980,,,,0,,,,,
Angola,AGO,1981,,,,0,,,,,
Angola,AGO,1982,,,,0,,,,,
Angola,AGO,1983,,,,0,,,,,
Angola,AGO,1984,,,,0,,,,,
Angola,AGO,1985,,,,0,,,,,
Angola,AGO,1986,,,,0,,,,,
Angola,AGO,1987,,,,0,,,,,
Angola,AGO,1988,,,,0,,,,,
Angola,AGO,1989,,,,0,,,,,
Angola,AGO,1990,,,,0,,,,,
Angola,AGO,1991,,,,0,,,,,
Angola,AGO,1992,,,,0,,,,,
Angola,AGO,1993,,,,0,,,,,
Angola,AGO,1994,,,,0,,,,,
Angola,AGO,1995,,,,0,,,,,
Angola,AGO,1996,,,,0,,,,,
Angola,AGO,1997,,,,0,,,,,
Angola,AGO,1998,,,,0,,,,,
Angola,AGO,1999,,,,0,,,,,
Angola,AGO,2000,,,,0,,,,,
Angola,AGO,2001,,,,0,,,,,
Angola,AGO,2002,,,,0,,,,,
Angola,AGO,2003,,,,0,,,,,
Angola,AGO,2004,,,,0,,,,,
Angola,AGO,2005,,,,0,,,,,
Angola,AGO,2006,,,,0,,,,,
Angola,AGO,2007,,,,0,,,,,
Angola,AGO,2008,,,,0,,,,,
Angola,AGO,2009,,,,0,,,,,
Angola,AGO,2010,,,,0,,,,,
Angola,AGO,2011,,,,0,,,,,
Angola,AGO,2012,,,,0,,,,,
Angola,AGO,2013,,,,0,,,,,
Angola,AGO,2014,,,,0,,,,,
Angola,AGO,2015,,,,0,,,,,
Angola,AGO,2016,,,,0,,,,,
Angola,AGO,2017,,,,0,,,,,
Angola,AGO,2018,,,,0,,,,,
Angola,AGO,2019,,,,0,,,,,
Angola,AGO,2020,,,,0,,,,,
Angola,AGO,2021,,,,0,,,,,
Angola,AGO,2022,,,,0,,,,,
Argentina,ARG,1990,0,52.377666,0,20.659946,,0.42463276,12.266131,229.97305,197.32025
Argentina,ARG,1991,0,46.925213,0,22.007765,,0.4182047,10.794012,240.28345,200.91849
Argentina,ARG,1992,0,56.670963,0,20.092442,,0.41494164,12.168163,252.70636,217.25648
Argentina,ARG,1993,0,70.28262,0,21.99074,,0.30643585,8.069987,247.78004,229.41273
Argentina,ARG,1994,0,80.68641,0,23.366934,,0.3160422,7.065107,261.49545,235.83125
Argentina,ARG,1995,0,78.3711,0,20.049881,,0.37992388,7.414152,259.54364,262.47775
Argentina,ARG,1996,0.028440276,66.44853,0,21.165024,,0.7119275,7.766816,259.82446,301.18326
Argentina,ARG,1997,0.04314833,82.57294,0,22.589457,,0.5706336,6.1277137,275.29974,277.55148
Argentina,ARG,1998,0.09622333,78.28777,0.00005026889,21.147999,,0.6604455,8.23741,283.28546,296.70972
Argentina,ARG,1999,0.10284694,63.270077,0.00007688166,20.163382,,0.8363575,9.885469,287.10687,314.701
Argentina,ARG,2000,0.102779165,84.49667,0.00010645166,17.527328,,1.2322811,7.512647,264.93796,322.96722
Argentina,ARG,2001,0.14501223,107.4648,0.000126325,19.899952,,1.1587647,6.1568522,245.34851,302.35025
Argentina,ARG,2002,0.21425694,104.4325,0.00013718527,16.304049,,1.691805,4.5862966,232.86867,294.37573
Argentina,ARG,2003,0.22607638,98.02586,0.00018850806,21.055779,,2.8110504,5.593865,237.5023,336.2905
Argentina,ARG,2004,0.20876417,87.78204,0.00020171555,21.759527,,2.7692764,9.519818,254.68643,368.09125
Argentina,ARG,2005,0.20536307,97.97495,0.00023193638,18.885078,,2.9256546,10.961645,266.6645,392.89
Argentina,ARG,2006,0.19815388,108.16867,0.00025608638,21.081717,,3.340032,9.9238205,281.325,406.505
Argentina,ARG,2007,0.17416167,88.27875,0.00030792778,19.682814,,3.4183764,14.36036,312.6087,427.12198
Argentina,ARG,2008,0.117885,87.67296,0.00040380552,19.938072,,3.8497345,17.516068,316.19568,431.88724
Argentina,ARG,2009,0.10285972,96.67863,0.00021248082,21.929417,,3.7953258,9.620937,302.02786,418.3556
Argentina,ARG,2010,0.07036527,92.593056,0.00023839444,19.20336,5.9234138,4.3968244,13.472079,327.43576,420.87415
Argentina,ARG,2011,0.07335416,86.033966,0.004452472,16.94204,8.673224,4.4356213,14.618645,339.91183,438.3979
Argentina,ARG,2012,1.0141377,79.966896,0.022409748,16.844624,10.397099,4.638603,13.669181,360.51144,456.64206
Argentina,ARG,2013,1.2355814,89.3157,0.041083056,16.233166,11.902397,4.8742037,14.939302,382.57983,460.2769
Argentina,ARG,2014,1.6782616,87.82,0.043193888,14.334412,13.891245,4.733484,15.891717,379.9156,461.54977
Argentina,ARG,2015,1.5978347,87.08391,0.03954083,18.18994,15.130985,4.7479925,15.814129,387.81003,466.52567
Argentina,ARG,2016,1.4653004,79.64933,0.038209442,21.283125,16.037184,3.7572882,12.188642,375.905,482.1001
Argentina,ARG,2017,1.6275572,84.081566,0.043690275,15.547312,18.427944,4.66604,12.525288,371.47742,483.00027
Argentina,ARG,2018,3.7377324,85.40055,0.2860825,17.446835,17.594175,4.524067,13.709147,354.6256,487.0214
Argentina,ARG,2019,13.169229,72.50111,2.1079817,21.353771,17.97012,4.7105803,8.123962,321.83243,465.58914
Argentina,ARG,2020,24.71506,62.16348,3.5306728,25.229486,9.645983,7.0213385,10.015325,288.1951,439.31244
Argentina,ARG,2021,33.85339,51.412483,5.763542,25.535925,10.419529,7.1941686,14.052401,358.09964,459.3407
Argentina,ARG,2022,36.92865,62.283165,7.658984,18.686522,13.931288,7.472752,14.398857,382.78323,456.82983
Argentina,ARG,1965,,3.6226556,,0,,0,8.4550495,275.2159,41.234
Argentina,ARG,1966,,3.6694174,,0,,0,6.971818,283.8763,44.657196
Argentina,ARG,1967,,3.7574391,,0,,0,7.840397,290.73495,46.699448
Argentina,ARG,1968,,4.428607,,0,,0,7.619035,296.7972,51.999577
Argentina,ARG,1969,,3.971993,,0,,0,9.1221695,308.01144,51.805073
Argentina,ARG,1970,,4.6044087,,0,,0.17953554,11.722598,278.4355,58.5445
Argentina,ARG,1971,,4.5719438,,0,,0.18831056,10.277542,296.5011,63.202774
Argentina,ARG,1972,,4.443309,,0,,0.24269499,8.651295,295.1862,70.92442
Argentina,ARG,1973,,8.863367,,0,,0.19143721,9.496522,297.19864,80.70777
Argentina,ARG,1974,,14.769164,,2.9396653,,0.19473471,11.825921,297.124,85.4244
Argentina,ARG,1975,,15.360892,,7.142025,,0.20427027,11.51094,280.82806,87.525
Argentina,ARG,1976,,14.829011,,7.298088,,0.194605,11.642586,290.2354,98.51425
Argentina,ARG,1977,,17.052307,,4.6450114,,0.20431082,11.008503,305.6577,102.890495
Argentina,ARG,1978,,22.906666,,8.217443,,0.20421417,13.419195,297.30927,100.070244
Argentina,ARG,1979,,31.512377,,7.6385903,,0.3032075,12.501674,319.8096,102.890495
Argentina,ARG,1980,,44.77142,,6.639785,,0.31608444,11.144589,297.0181,112.12925
Argentina,ARG,1981,,43.42278,,7.990442,,0.27777916,10.560467,278.5258,117.18625
Argentina,ARG,1982,,52.01993,,5.306153,,0.3670186,10.666076,265.01834,133.13525
Argentina,ARG,1983,,54.463337,,9.661737,,0.49471387,9.679963,268.31186,143.152
Argentina,ARG,1984,,58.778633,,13.168906,,0.36706665,7.185223,255.45346,152.39075
Argentina,ARG,1985,,61.071068,,16.36111,,0.38308498,10.599606,237.50685,155.69725
Argentina,ARG,1986,,62.18621,,16.205048,,0.39580223,12.109348,249.74571,168.2425
Argentina,ARG,1987,,64.795074,,18.344534,,0.33832997,13.439672,266.5798,168.33974
Argentina,ARG,1988,,45.121124,,16.451912,,0.3925175,13.772349,268.36047,196.6395
Argentina,ARG,1989,,38.994976,,14.298237,,0.33837858,14.902768,246.34749,206.55899
Asia,,1965,0,422.57114,0,0.07093778,0,0.31922054,2604.784,2233.2266,94.07477
Asia,,1966,0,440.72614,0,1.6571085,0,0.38944888,2753.783,2506.5833,108.5265
Asia,,1967,0,411.7628,0,1.7847968,0,0.5522514,2667.2107,2879.2722,126.21153
Asia,,1968,0,457.68658,0,2.9623656,0,0.5714044,2708.1685,3251.113,148.64935
Asia,,1969,0,475.1415,0,5.12677,0,0.5682125,3056.8271,3745.6511,183.48021
Asia,,1970,0,486.36957,0,16.71053,0,1.2185819,3440.9536,4295.8433,218.33952
Asia,,1971,0,532.02374,0,25.625261,0,1.185687,3697.763,4780.934,249.01791
Asia,,1972,0,550.21124,0,30.09737,0,1.2640164,3842.575,5167.581,276.8143
Asia,,1973,0,511.50867,0,34.164936,0,1.3495872,3932.5076,5873.794,338.35718
Asia,,1974,0,582.5669,0,62.50484,0,1.5334555,4027.638,5864.1836,400.5083
Asia,,1975,0,627.5821,0,79.10505,0,1.7763042,4352.3564,5818.649,459.15836
Asia,,1976,0,645.5118,0,105.70347,0,1.5568823,4453.9956,6276.091,511.23123
Asia,,1977,0,634.11053,0,96.498856,0,2.2133296,4754.6685,6688.033,619.9296
Asia,,1978,0,667.8612,0,189.37021,0,2.7942965,4987.2344,7114.5605,733.8872
Asia,,1979,0,722.0882,0,233.45267,0,5.3907022,5233.9395,7377.731,894.3802
Asia,,1980,0,773.687,0,274.6574,0,9.333409,5541.4194,6967.1045,932.2665
Asia,,1981,0,825.0414,0,295.1559,0,14.798612,5723.564,6900.1816,957.2914
Asia,,1982,0,817.2095,0,345.1878,0,42.29964,5951.464,6869.4585,1022.4518
Asia,,1983,0,854.6579,0,412.8858,0,49.01774,6326.967,7121.8887,1100.3403
Asia,,1984,0,856.65027,0,496.60992,0,53.77062,6892.806,7473.2397,1353.0007
Asia,,1985,0,1014.9135,0,610.6749,0,57.24719,7993.0044,8199.495,2157.772
Asia,,1986,0,1022.63806,0,649.5678,0,60.14763,8322.275,8389.682,2427.474
Asia,,1987,0,1059.5243,0,768.97906,0,61.210728,8908.044,8676.147,2586.5664
Asia,,1988,0,1217.4332,0,725.6453,0,66.07489,9504.191,9309.089,2777.1804
Asia,,1989,0,1245.4998,0,757.5465,0,71.38683,9890.94,9748.385,3012.6296
Asia,,1990,0.09853655,1313.2598,0.011827972,814.75977,0,57.274326,10069.819,10312.535,3132.374
Asia,,1991,0.3637123,1327.7328,0.011827972,870.17255,0,58.428116,10463.952,10671.2705,3316.262
Asia,,1992,0.6528531,1337.3724,0.045833275,893.3349,0,59.23717,10792.991,11284.275,3529.3804
Asia,,1993,0.91622543,1486.4065,0.084274136,989.9413,0,58.6732,11289.662,11734.465,3513.7263
Asia,,1994,1.70937,1475.0402,0.1064517,1056.8002,0,69.268974,11828.354,12342.791,3796.997
Asia,,1995,3.2958343,1592.3455,0.14640085,1165.0416,0,83.87974,12008.845,13031.792,4033.9578
