Entity,Code,Year,Low-carbon energy (% equivalent primary energy)
Western Africa (EI),,2012,9.801396
Western Africa (EI),,2013,9.356108
Western Africa (EI),,2014,9.465677
Western Africa (EI),,2015,7.1094403
Western Africa (EI),,2016,7.2943187
Western Africa (EI),,2017,7.921341
Western Africa (EI),,2018,7.538875
Western Africa (EI),,2019,8.177316
Western Africa (EI),,2020,8.180283
Western Africa (EI),,2021,8.2529125
Western Africa (EI),,2022,8.588954
World,OWID_WRL,1965,6.620816
World,OWID_WRL,1966,6.74608
World,OWID_WRL,1967,6.679294
World,OWID_WRL,1968,6.6903105
World,OWID_WRL,1969,6.6726766
World,OWID_WRL,1970,6.6527715
World,OWID_WRL,1971,6.8122854
World,OWID_WRL,1972,6.941994
World,OWID_WRL,1973,6.872115
World,OWID_WRL,1974,7.675576
World,OWID_WRL,1975,8.156491
World,OWID_WRL,1976,7.9901023
World,OWID_WRL,1977,8.32979
World,OWID_WRL,1978,8.82472
World,OWID_WRL,1979,8.943431
World,OWID_WRL,1980,9.40021
World,OWID_WRL,1981,10.062484
World,OWID_WRL,1982,10.546408
World,OWID_WRL,1983,11.149119
World,OWID_WRL,1984,11.675484
World,OWID_WRL,1985,12.323187
World,OWID_WRL,1986,12.535581
World,OWID_WRL,1987,12.671119
World,OWID_WRL,1988,12.913426
World,OWID_WRL,1989,12.839289
World,OWID_WRL,1990,13.116701
World,OWID_WRL,1991,13.482825
World,OWID_WRL,1992,13.4812565
World,OWID_WRL,1993,14.012365
World,OWID_WRL,1994,14.029938
World,OWID_WRL,1995,14.391136
World,OWID_WRL,1996,14.324227
World,OWID_WRL,1997,14.301761
World,OWID_WRL,1998,14.411431
World,OWID_WRL,1999,14.504705
World,OWID_WRL,2000,14.4528
World,OWID_WRL,2001,14.264049
World,OWID_WRL,2002,14.20664
World,OWID_WRL,2003,13.57295
World,OWID_WRL,2004,13.6956
World,OWID_WRL,2005,13.530238
World,OWID_WRL,2006,13.542773
World,OWID_WRL,2007,13.257151
World,OWID_WRL,2008,13.640258
World,OWID_WRL,2009,13.936393
World,OWID_WRL,2010,14.02646
World,OWID_WRL,2011,13.847883
World,OWID_WRL,2012,13.853194
World,OWID_WRL,2013,14.218884
World,OWID_WRL,2014,14.607744
World,OWID_WRL,2015,14.884314
World,OWID_WRL,2016,15.32597
World,OWID_WRL,2017,15.6531725
World,OWID_WRL,2018,16.013597
World,OWID_WRL,2019,16.583149
World,OWID_WRL,2020,17.737514
World,OWID_WRL,2021,17.693108
World,OWID_WRL,2022,18.208134
